id,level,order,source_order,curriculum,written,reading,meanings,parts_of_speech,common,examples,provenance
n5-vocab-0192,N5,192,235,"{""genki_lesson"": 8}","{""primary"": ""今朝"", ""variants"": [""今朝""], ""without_furigana"": ""今朝"", ""with_furigana"": ""{今朝}(けさ)"", ""lookup_text"": ""今朝""}","{""primary"": ""けさ"", ""variants"": [""けさ""], ""source_text"": ""けさ""}","[""this morning""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adv"", ""label"": ""adverb (fukushi)""}]",True,"[{""japanese_raw"": ""今朝はとても寒かった。"", ""japanese_furigana"": ""<furigana>今朝はとても寒かった。</furigana>"", ""english"": ""It was very cold this morning."", ""source"": ""tatoeba"", ""source_id"": ""172291""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""Ojh!YT%>_O"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1579100"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0193,N5,193,270,"{""genki_lesson"": 8}","{""primary"": ""今月"", ""variants"": [""今月""], ""without_furigana"": ""今月"", ""with_furigana"": ""{今月}(こんげつ)"", ""lookup_text"": ""今月""}","{""primary"": ""こんげつ"", ""variants"": [""こんげつ""], ""source_text"": ""こんげつ""}","[""this month""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adv"", ""label"": ""adverb (fukushi)""}]",True,"[{""japanese_raw"": ""今月の売り上げはよくない。"", ""japanese_furigana"": ""<furigana>今月の売り上げはよくない。</furigana>"", ""english"": ""Sales have been off this month."", ""source"": ""tatoeba"", ""source_id"": ""172460""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""m1R02~~j["", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1289100"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0194,N5,194,418,"{""genki_lesson"": 8}","{""primary"": ""作る"", ""variants"": [""作る""], ""without_furigana"": ""作る"", ""with_furigana"": ""{作}(つく)る"", ""lookup_text"": ""作る""}","{""primary"": ""つくる"", ""variants"": [""つくる""], ""source_text"": ""つくる""}","[""to make"", ""to create""]","[{""code"": ""v5r"", ""label"": ""Godan verb with 'ru' ending""}, {""code"": ""vt"", ""label"": ""transitive verb""}]",True,"[{""japanese_raw"": ""例外は作るべきではないと思います。"", ""japanese_furigana"": ""<furigana>例外は作るべきではないと思います。</furigana>"", ""english"": ""I insist that exceptions not be made."", ""source"": ""tatoeba"", ""source_id"": ""77679""}, {""japanese_raw"": ""たまごを割らずにオムレツは作れない。"", ""japanese_furigana"": ""<furigana>たまごを割らずにオムレツは作れない。</furigana>"", ""english"": ""You can't make an omelet without breaking eggs."", ""source"": ""tatoeba"", ""source_id"": ""203324""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""dlanfH_M#M"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1597890"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0195,N5,195,458,"{""genki_lesson"": 8}","{""primary"": ""所"", ""variants"": [""所""], ""without_furigana"": ""所"", ""with_furigana"": ""{所}(ところ)"", ""lookup_text"": ""所""}","{""primary"": ""ところ"", ""variants"": [""ところ""], ""source_text"": ""ところ""}","[""place""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adv"", ""label"": ""adverb (fukushi)""}, {""code"": ""suf"", ""label"": ""suffix""}]",True,"[{""japanese_raw"": ""驚かない所をみると知ってたのね。"", ""japanese_furigana"": ""<furigana>驚かない所をみると知ってたのね。</furigana>"", ""english"": ""Seeing that you're not surprised, I think you must have known."", ""source"": ""tatoeba"", ""source_id"": ""4988""}, {""japanese_raw"": ""あっ、いけない！忘れるところだった！"", ""japanese_furigana"": ""<furigana>あっ、いけない！忘れるところだった！</furigana>"", ""english"": ""Oh, no! I almost forgot!"", ""source"": ""tatoeba"", ""source_id"": ""234348""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""J`^6YmuA-0"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1343100"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0196,N5,196,484,"{""genki_lesson"": 8}","{""primary"": ""夏"", ""variants"": [""夏""], ""without_furigana"": ""夏"", ""with_furigana"": ""{夏}(なつ)"", ""lookup_text"": ""夏""}","{""primary"": ""なつ"", ""variants"": [""なつ""], ""source_text"": ""なつ""}","[""summer""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adv"", ""label"": ""adverb (fukushi)""}]",True,"[{""japanese_raw"": ""この夏最高の暑さだ。"", ""japanese_furigana"": ""<furigana>この夏最高の暑さだ。</furigana>"", ""english"": ""It is the hottest this summer."", ""source"": ""tatoeba"", ""source_id"": ""222850""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""P,[b8Eh|6R"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1191320"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0197,N5,197,518,"{""genki_lesson"": 8}","{""primary"": ""パーティー"", ""variants"": [""パーティー""], ""without_furigana"": ""パーティー"", ""with_furigana"": ""パーティー"", ""lookup_text"": ""パーティー""}","{""primary"": ""パーティー"", ""variants"": [""パーティー""], ""source_text"": ""パーティー""}","[""a party""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""パーティーでは誰がホストを勤めるのですか。"", ""japanese_furigana"": ""<furigana>パーティーでは誰がホストを勤めるのですか。</furigana>"", ""english"": ""Who will host the party?"", ""source"": ""tatoeba"", ""source_id"": ""198514""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""O}o_r|!syk"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1100760"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0198,N5,198,527,"{""genki_lesson"": 8}","{""primary"": ""箸"", ""variants"": [""箸""], ""without_furigana"": ""箸"", ""with_furigana"": ""{箸}(はし)"", ""lookup_text"": ""箸""}","{""primary"": ""はし"", ""variants"": [""はし""], ""source_text"": ""はし""}","[""chopsticks""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""私達はじっと押し黙っておはしを使って食事をした。"", ""japanese_furigana"": ""<furigana>私達はじっと押し黙っておはしを使って食事をした。</furigana>"", ""english"": ""We ate with chopsticks in restrained silence."", ""source"": ""tatoeba"", ""source_id"": ""151817""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""vlWz[4OAnE"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1476410"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0199,N5,199,587,"{""genki_lesson"": 8}","{""primary"": ""冬"", ""variants"": [""冬""], ""without_furigana"": ""冬"", ""with_furigana"": ""{冬}(ふゆ)"", ""lookup_text"": ""冬""}","{""primary"": ""ふゆ"", ""variants"": [""ふゆ""], ""source_text"": ""ふゆ""}","[""winter""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adv"", ""label"": ""adverb (fukushi)""}]",True,"[{""japanese_raw"": ""まもなく冬だ。"", ""japanese_furigana"": ""<furigana>まもなく冬だ。</furigana>"", ""english"": ""It will be winter before long."", ""source"": ""tatoeba"", ""source_id"": ""195261""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""reZ;<Y^{LL"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1446070"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0200,N5,200,617,"{""genki_lesson"": 8}","{""primary"": ""毎週"", ""variants"": [""毎週""], ""without_furigana"": ""毎週"", ""with_furigana"": ""{毎週}(まいしゅう)"", ""lookup_text"": ""毎週""}","{""primary"": ""まいしゅう"", ""variants"": [""まいしゅう""], ""source_text"": ""まいしゅう""}","[""every week""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adv"", ""label"": ""adverb (fukushi)""}]",True,"[{""japanese_raw"": ""彼らは毎週日曜日に教会へ行く。"", ""japanese_furigana"": ""<furigana>彼らは毎週日曜日に教会へ行く。</furigana>"", ""english"": ""They go to church every Sunday."", ""source"": ""tatoeba"", ""source_id"": ""96141""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""Lp7~a9~`1G"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1524690"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0201,N5,201,693,"{""genki_lesson"": 8}","{""primary"": ""来月"", ""variants"": [""来月""], ""without_furigana"": ""来月"", ""with_furigana"": ""{来月}(らいげつ)"", ""lookup_text"": ""来月""}","{""primary"": ""らいげつ"", ""variants"": [""らいげつ""], ""source_text"": ""らいげつ""}","[""next month""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""adv"", ""label"": ""adverb (fukushi)""}]",True,"[{""japanese_raw"": ""来月フランスの大統領が来日する予定だ。"", ""japanese_furigana"": ""<furigana>来月フランスの大統領が来日する予定だ。</furigana>"", ""english"": ""The French president is to visit Japan next month."", ""source"": ""tatoeba"", ""source_id"": ""78680""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""O/Q*jP:8c|"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1547900"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0202,N5,202,4,"{""genki_lesson"": 9}","{""primary"": ""青い"", ""variants"": [""青い""], ""without_furigana"": ""青い"", ""with_furigana"": ""{青}(あお)い"", ""lookup_text"": ""青い""}","{""primary"": ""あおい"", ""variants"": [""あおい""], ""source_text"": ""あおい""}","[""blue""]","[{""code"": ""adj-i"", ""label"": ""adjective (keiyoushi)""}]",True,"[{""japanese_raw"": ""お前はまだ「青い」な。"", ""japanese_furigana"": ""<furigana>お前はまだ「青い」な。</furigana>"", ""english"": ""You're still green."", ""source"": ""tatoeba"", ""source_id"": ""226939""}, {""japanese_raw"": ""なぜ空が青いか知っているか。"", ""japanese_furigana"": ""<furigana>なぜ空が青いか知っているか。</furigana>"", ""english"": ""Do you know why the sky is blue?"", ""source"": ""tatoeba"", ""source_id"": ""199202""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""q(A)lc.Kr8"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1381390"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0203,N5,203,6,"{""genki_lesson"": 9}","{""primary"": ""赤い"", ""variants"": [""赤い""], ""without_furigana"": ""赤い"", ""with_furigana"": ""{赤}(あか)い"", ""lookup_text"": ""赤い""}","{""primary"": ""あかい"", ""variants"": [""あかい""], ""source_text"": ""あかい""}","[""red""]","[{""code"": ""adj-i"", ""label"": ""adjective (keiyoushi)""}]",True,"[{""japanese_raw"": ""彼女は赤いスカートをはいていた。"", ""japanese_furigana"": ""<furigana>彼女は赤いスカートをはいていた。</furigana>"", ""english"": ""She was wearing a red skirt."", ""source"": ""tatoeba"", ""source_id"": ""88306""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""D`aKGX2j!#"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1383240"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0204,N5,204,63,"{""genki_lesson"": 9}","{""primary"": ""五つ"", ""variants"": [""五つ""], ""without_furigana"": ""五つ"", ""with_furigana"": ""<furigana>五つ</furigana>"", ""lookup_text"": ""五つ""}","{""primary"": ""いつつ"", ""variants"": [""いつつ""], ""source_text"": ""いつつ""}","[""five things""]","[{""code"": ""num"", ""label"": ""numeric""}, {""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""この箱にはリンゴが五つ入っている。"", ""japanese_furigana"": ""<furigana>この箱にはリンゴが五つ入っている。</furigana>"", ""english"": ""This box contains five apples."", ""source"": ""tatoeba"", ""source_id"": ""220200""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""Q!*H:Q_rHO"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1268070"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0205,N5,205,74,"{""genki_lesson"": 9}","{""primary"": ""色"", ""variants"": [""色""], ""without_furigana"": ""色"", ""with_furigana"": ""{色}(いろ)"", ""lookup_text"": ""色""}","{""primary"": ""いろ"", ""variants"": [""いろ""], ""source_text"": ""いろ""}","[""color""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""満足の色が彼の顔に浮かんだ。"", ""japanese_furigana"": ""<furigana>満足の色が彼の顔に浮かんだ。</furigana>"", ""english"": ""A look of contentment appeared on his face."", ""source"": ""tatoeba"", ""source_id"": ""81073""}, {""japanese_raw"": ""その色は彼女の髪の毛とよく合った。"", ""japanese_furigana"": ""<furigana>その色は彼女の髪の毛とよく合った。</furigana>"", ""english"": ""The color went beautifully with her hair."", ""source"": ""tatoeba"", ""source_id"": ""208887""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""Epa;v6=%P,"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1357600"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0206,N5,206,131,"{""genki_lesson"": 9}","{""primary"": ""お弁当"", ""variants"": [""お弁当""], ""without_furigana"": ""お弁当"", ""with_furigana"": ""お{弁当}(べんとう)"", ""lookup_text"": ""お弁当""}","{""primary"": ""おべんとう"", ""variants"": [""おべんとう""], ""source_text"": ""おべんとう""}","[""a boxed lunch""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""彼は今日、お弁当を持って来た。"", ""japanese_furigana"": ""<furigana>彼は今日、お弁当を持って来た。</furigana>"", ""english"": ""He brought his lunch today."", ""source"": ""tatoeba"", ""source_id"": ""107100""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""ou=Mxez95b"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1513065"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0207,N5,207,195,"{""genki_lesson"": 9}","{""primary"": ""ギター"", ""variants"": [""ギター""], ""without_furigana"": ""ギター"", ""with_furigana"": ""ギター"", ""lookup_text"": ""ギター""}","{""primary"": ""ギター"", ""variants"": [""ギター""], ""source_text"": ""ギター""}","[""guitar""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""私は彼にギターを弾いてもらいたい。"", ""japanese_furigana"": ""<furigana>私は彼にギターを弾いてもらいたい。</furigana>"", ""english"": ""I want him to play the guitar."", ""source"": ""tatoeba"", ""source_id"": ""154265""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""gl.RMMgxvn"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1042820"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0208,N5,208,217,"{""genki_lesson"": 9}","{""primary"": ""薬"", ""variants"": [""薬""], ""without_furigana"": ""薬"", ""with_furigana"": ""{薬}(くすり)"", ""lookup_text"": ""薬""}","{""primary"": ""くすり"", ""variants"": [""くすり""], ""source_text"": ""くすり""}","[""medicine""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""この薬はごきぶりを退治するのに効果的だ。"", ""japanese_furigana"": ""<furigana>この薬はごきぶりを退治するのに効果的だ。</furigana>"", ""english"": ""This poison is very effective in getting rid of roaches."", ""source"": ""tatoeba"", ""source_id"": ""219297""}, {""japanese_raw"": ""この薬を飲めば、あなたは頭痛が治るでしょう。"", ""japanese_furigana"": ""<furigana>この薬を飲めば、あなたは頭痛が治るでしょう。</furigana>"", ""english"": ""The medicine will cure your headache."", ""source"": ""tatoeba"", ""source_id"": ""219263""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""e<qA>@afcN"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1538160"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
